fixed_acidity,volatile_acidity,citric,sugar,chlorides,free_SD,total_SD,density,pH,sulphates,alcohol,quality
0.21265947177573094,0.04474217348774665,0.21325842850707963,2.8210611444304834,0.11627545068039015,0.6858911590082302,0.7444890236943127,2.33127399596613,-1.2467939857497372,-0.34914860989228746,-1.393010236208481,6
-0.6453285482633021,0.36224690434186985,0.047996220955871374,-0.9446688242216297,0.37243567092824703,-1.472747842783835,-0.14966934324937795,-0.00915323711160629,0.7399530918430995,0.0013417095732779288,-0.8241915293379478,6
1.4545236738137768,0.15350425457894587,0.543782843609497,0.1002719524200562,0.4337143904941334,-0.08418841791560285,-0.9732362601711984,0.3586281852291517,0.47505348149738763,-0.43677118975867896,-0.33663263773463337,6
0.44759715694381347,-0.42380764788984004,-0.11726598659533732,0.41572577178358394,0.8895298115810414,0.7693727296898508,1.1209767571442877,0.5258015590204425,0.011479163392393141,-0.7872615092242443,-0.49915226826907105,6
0.44759715694381347,-0.42380764788984004,-0.11726598659533732,0.41572577178358394,0.8895298115810414,0.7693727296898508,1.1209767571442877,0.5258015590204425,0.011479163392393141,-0.7872615092242443,-0.49915226826907105,6
1.4545236738137768,0.15350425457894587,0.543782843609497,0.1002719524200562,0.4337143904941334,-0.08418841791560285,-0.9732362601711984,0.3586281852291517,0.47505348149738763,-0.43677118975867896,-0.33663263773463337,6
-0.7727300432093078,0.5602799812037916,-1.4393636470050057,0.11998781613027662,0.11627545068039015,-0.08418841791560285,-0.05554740988688419,0.29175883571265027,-0.05474573919403338,-0.173903450159505,-0.742931714070729,6
0.21265947177573094,0.04474217348774665,0.21325842850707963,2.8210611444304834,0.11627545068039015,0.6858911590082302,0.7444890236943127,2.33127399596613,-1.2467939857497372,-0.34914860989228746,-1.393010236208481,6
-0.6453285482633021,0.36224690434186985,0.047996220955871374,-0.9446688242216297,0.37243567092824703,-1.472747842783835,-0.14966934324937795,-0.00915323711160629,0.7399530918430995,0.0013417095732779288,-0.8241915293379478,6
1.4545236738137768,-0.5504025484694802,0.7916761549363096,-0.9643846879318503,0.04926942872782411,-0.2134763589272618,-0.22026079327124826,-0.07602258662814486,0.21015387115167858,-0.34914860989228746,0.394705699670339,6
1.4545236738137768,0.04474217348774665,0.6264139473851009,-0.9742426197869605,-0.7846158540968038,-1.8887050954752052,-1.7732726937523953,-1.079062829375778,-1.3130188883361638,0.6146997686380182,1.2073038523425303,5
1.9815011223173635,-0.42380764788984004,0.543782843609497,-0.432056367755897,-0.6178547259345558,-1.1284857573075993,-0.6908704600837171,0.2248894861961488,-0.3196453495397454,0.3518320290388438,-0.6616718988035102,5
1.2375058580532352,-1.102886078842553,0.29588953228268394,-1.0235322790625117,-0.23202916804054047,-1.2367968805103644,-1.490906893664914,-0.6778467322767322,-0.05474573919403338,1.2280578277027576,0.23218606913590134,5
-0.27055804889962465,-1.411914848981307,0.543782843609497,-0.9643846879318503,0.04926942872782411,0.8098441626558398,0.10916597349747988,-0.9453241303427751,2.3293507539173715,0.2642094491724523,1.532343113411407,7
1.6679243570969347,1.4217922817156186,2.3616671266727907,2.535181120632286,-0.23202916804054047,0.5077055247151402,0.7915499903755596,2.0637965979001245,-1.3792437909225932,1.5785481471683234,-0.6616718988035102,5
-0.27055804889962465,-1.2543093515179045,0.37852063605828834,-0.9643846879318503,-0.8709987762095367,-0.2134763589272618,-0.6202790100618467,-0.8784547808262736,0.4088285789109611,0.5270771887716268,0.7197449607392158,7
-0.6453285482633021,1.859331506209442,-2.4309368923122574,-1.043248142772732,0.18205193470243894,-0.08418841791560285,-0.9261752934899514,-0.4103693342106892,0.3426036763245346,-1.1377518286898103,-0.742931714070729,6
-0.7727300432093078,2.935387807771378,1.204831673814331,-1.0235322790625117,-1.1433868095997368,-0.14778956282164635,-1.490906893664914,-1.6140176255078638,0.9386277996023851,-0.8748840890906358,1.8573823744802838,8
0.6783014995037563,0.7486489765361719,0.7090450511607053,-1.043248142772732,-0.7846158540968038,-1.1284857573075993,0.7680195070349362,-0.7781507565514844,-0.45209515471260137,0.3518320290388438,0.638485145471997,6
