fixed_acidity,volatile_acidity,citric,sugar,chlorides,free_SD,total_SD,density,pH,sulphates,alcohol,type,quality
0.9076825390128996,-1.8719295881333984,0.970345413592762,-0.8982759142012997,-0.8271238803548931,1.0529560932591415,0.14771358952237856,-0.44861121306037,-0.8492531766256809,1.0138293856020948,0.16610891479557713,red,6
-1.0314003479649692,0.6556131842163385,-1.1088392319025886,-0.9052370968011888,-0.9595148241223634,0.8495141281991612,0.4856537069474549,-0.7112814070349829,1.4684270202938092,0.3518320290388438,0.394705699670339,white,6
0.5630720807901096,-0.7210901721268622,0.6623389984394484,0.2966457975017763,-0.3509275619882015,-0.3865375250758776,-0.5355981186964432,0.8760086269578845,0.18710710340252126,0.5418724184409165,-0.20924265525648228,red,6
0.09355401194308556,-1.411914848981307,-0.282528194146546,0.6326002725960093,0.8356232648988999,0.8884137542612589,1.0974462738036643,1.2613644037020326,1.3359772151209528,-0.9625066689570272,-0.742931714070729,white,6
0.5634689396278958,0.8394954869401358,2.7748226455508127,0.3762940443631431,0.6115054282855009,-2.049052074081215,-0.902644810149328,0.6261055832951946,0.011479163392393141,0.0889642894396694,0.31344588440312016,white,5
3.4348258993133616,-1.3329874811927933,2.4077086843082247,-0.7407964764071794,-0.2710145903265305,-1.1111166136639499,-1.24544980899103,2.1476436733754136,-2.9219737366820917,0.7778509020215061,-1.8983247204907472,red,6
0.2184616225673185,0.9819735306907128,-0.1590114419693877,0.1846316058972363,3.1869507092225646,-1.3582361608063072,-1.24544980899103,1.2469021821630215,0.057562068398995664,-0.34304689498629337,-1.3352973654126588,red,6
1.0167461719945148,-0.18242914398691434,-0.282528194146546,0.2777147258120405,-0.3814140246550142,1.4550636642406614,1.3562815905505219,0.5090842216413171,-0.5845449598854573,0.0889642894396694,-0.33663263773463337,white,5
-0.7727300432093078,-2.1158216520297315,0.047996220955871374,-0.9643846879318504,0.11627545068039015,0.5987788346435889,-0.5026265933587295,-0.042587911869894135,1.5346519228802356,0.17658686930606088,-1.2304906056740434,white,6
-0.6453285482633021,-0.9571782750943256,-0.11726598659533732,-0.708078459698984,0.1820519347024389,-1.0257315524981137,-1.3732544769617967,-1.2027711259813505,-1.7765932064411611,-0.173903450159505,0.4353356073039492,white,6
2.586514991635524,-0.42380764788984,-0.282528194146546,-1.043248142772732,-0.9595148241223634,0.4605676370238597,-0.9261752934899514,-0.37693465945243854,-1.6441434012683052,-1.6634873078881585,-0.09285319193297543,white,6
-1.0314003479649692,-1.411914848981307,-0.5304215054733586,1.105781001641301,-1.050272021093049,0.4122937879773672,-0.9497057768305748,-0.002466302159948721,-0.25342044695331883,-1.3129969884225927,0.2321860691359013,white,5
0.6783014995037563,-1.5762289468384485,0.7090450511607053,-0.9249529605114092,0.11627545068039015,0.8495141281991612,0.3680012902443377,-0.6778467322767322,-1.2467939857497372,0.9651900881035832,-0.09285319193297543,white,6
-0.3942666885775238,1.498246236569494,-0.4477904016977543,1.105781001641301,0.7808936857711091,-0.5787152622123922,0.8386109570568065,1.5288418017680756,0.8061779944295291,0.5270771887716268,-0.9867111598723854,white,5
-0.9014119766384808,-0.8167701270240801,-1.3567325432294015,-0.9446688242216296,0.3100911812337189,0.7280667756552489,-0.22026079327124826,-1.0121934798592769,0.7399530918430995,-0.5243937696250704,0.7197449607392158,white,6
-0.5191822608671139,0.36224690434186985,0.21325842850707966,-0.8658053693807478,0.553216049658337,-1.0257315524981137,0.062105006816233,-0.4337736065415093,1.2697523125345236,0.3518320290388438,-0.011593376665756598,white,6
-1.3322854394352377,0.20353670037296487,-1.0830306874293285,-0.7407964764071794,-1.4350760007797938,1.6424571012301907,1.2981958699149037,-2.324272906526252,-0.07198296660452999,-0.9329931039377664,0.11918996853907075,red,6
0.3306671698207879,-0.6812896101973399,-0.11726598659533732,-0.8263736419603068,-0.458507701348593,-0.2134763589272618,0.062105006816233,-0.3434999846941878,0.07770406597882261,0.7023223485044087,-0.4178924530018521,white,7
-0.27055804889962465,-0.06717286699075722,-0.19989709037094167,-0.31376118549457416,3.706185859853537,0.5077055247151402,0.6974280570130659,0.3586281852291517,0.07770406597882261,-0.9625066689570272,-0.9867111598723854,white,5
0.09355401194308556,-0.06717286699075722,-0.3651592979221504,-0.43205636775589706,-0.01901297486588578,0.09532873373872933,-0.5732180433805999,-1.2796708779253194,-0.18719554436688934,-1.5758647280217668,1.6136029286786258,white,6
0.5056370044196438,0.4145505291054825,-0.3643490520715966,0.70643502496365,-0.04185616462201649,0.21413498345233806,1.7058818306745742,0.6640694525549826,-0.5253905891168683,-0.4020415158814408,-0.866107902847585,red,5
0.5630720807901096,1.2958355651119744,-0.005008234392730826,0.5087195040175085,-0.15452537010369655,0.9295795524973579,0.5790263401752522,0.8760086269578845,-0.007210449102765724,0.06991545127973822,0.16610891479557713,red,6
-0.18358391202593646,-1.1699502939923525,1.3296862312716278,0.1846316058972363,0.3090712901744938,0.4896287906519105,1.1304632180666792,0.4521302781520807,0.3814246559078112,0.8368455229166534,-0.7722700103345705,red,6
0.2126594717757309,-0.42380764788984,0.7090450511607053,-1.043248142772732,1.0973977663276886,0.20665002699884694,-0.902644810149328,-0.2833175701293439,-0.9818943754040252,-0.7872615092242443,-1.0679709751396058,white,5
-0.6430645229896568,-0.8645573218497911,0.2516637782350304,-0.4472653180812941,-0.8271238803548931,0.21413498345233806,-0.4334302303501609,-1.0844287362691345,-0.5253905891168683,0.4238831766506218,0.8229741623866815,red,7
